0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,13F-System_Size,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4346-System_DateImported,4352-System_Document_DateCreated,4354-System_Document_DateSaved,4373-System_FileExtension,4378-System_FilePlaceholderStatus,4410-System_IsAttachment,4412-System_IsEncrypted,4415-System_IsFolder,4419-System_ItemDate,4421-System_ItemFolderPathDisplay,4422-System_ItemFolderPathDisplayNarrow,4423-System_ItemName,4424-System_ItemNameDisplay,4425-System_ItemNameDisplayWithoutExtension,4428-System_ItemPathDisplay,4429-System_ItemPathDisplayNarrow,4431-System_ItemType,4546-System_ParsingName,4604-System_SFGAOFlags,4605-System_Search_AccessCount,4612F-System_Search_GatherTime,4614-System_Search_LastIndexedTotalTime,4618-System_Search_Store,4651-System_SyncTransferStatusFlags,4655-System_ThumbnailCacheId,5-System_ItemTypeText,WorkID
"FCF620D32EB0B950ED566B351FFD56FB","15124E12","update.sample","3610","Archive (32)","12/03/2018 23:21:49.3999779","26/04/2018 18:35:29.6735240","26/04/2018 18:35:29.6735240","file:C:/Users/itsupport/Dropbox/ProjectE/.git/hooks/update.sample","hooks","12/03/2018 23:21:49.3999779","12/03/2018 23:21:49.3999779","12/03/2018 23:21:49.3999779",".sample","6","False","False","False","12/03/2018 23:21:49.3999779","C:\Users\itsupport\Dropbox\ProjectE\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectE\.git)","update.sample","update.sample","update","C:\Users\itsupport\Dropbox\ProjectE\.git\hooks\update.sample","update (C:\Users\itsupport\Dropbox\ProjectE\.git\hooks)",".sample","update.sample","1077936503","0","26/04/2018 18:35:51.8919040","0,015625","file","1","1FE1C205F554AE29","SAMPLE File","2950"
"FA82F87FD5774359C0B440C91064713B","15124E12","applypatch-msg.sample","478","Archive (32)","13/03/2018 15:54:17.4313346","26/04/2018 18:35:31.5637410","26/04/2018 18:35:31.5637410","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/applypatch-msg.sample","hooks","13/03/2018 15:54:17.4313346","13/03/2018 15:54:17.4313346","13/03/2018 15:54:17.4313346",".sample","6","False","False","False","13/03/2018 15:54:17.4313346","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","applypatch-msg.sample","applypatch-msg.sample","applypatch-msg","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\applypatch-msg.sample","applypatch-msg (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","applypatch-msg.sample","1077936503","0","26/04/2018 18:35:48.4390730","0","file","1","253E1DE2910C9CB1","SAMPLE File","3086"
"25B88B685959CF766022CE7357A7054E","15124E12","commit-msg.sample","896","Archive (32)","13/03/2018 15:54:17.4470573","26/04/2018 18:35:31.5949947","26/04/2018 18:35:31.5949947","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/commit-msg.sample","hooks","13/03/2018 15:54:17.4470573","13/03/2018 15:54:17.4470573","13/03/2018 15:54:17.4470573",".sample","6","False","False","False","13/03/2018 15:54:17.4470573","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","commit-msg.sample","commit-msg.sample","commit-msg","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\commit-msg.sample","commit-msg (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","commit-msg.sample","1077936503","0","26/04/2018 18:35:48.4390730","0","file","1","E930FE5B1E6D83A1","SAMPLE File","3087"
"514385A80DCB4E4045DD5C56981B3A73","15124E12","fsmonitor-watchman.sample","3327","Archive (32)","13/03/2018 15:54:17.4625881","26/04/2018 18:35:31.6106210","26/04/2018 18:35:31.6106210","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/fsmonitor-watchman.sample","hooks","13/03/2018 15:54:17.4625881","13/03/2018 15:54:17.4625881","13/03/2018 15:54:17.4625881",".sample","6","False","False","False","13/03/2018 15:54:17.4625881","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","fsmonitor-watchman.sample","fsmonitor-watchman.sample","fsmonitor-watchman","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\fsmonitor-watchman.sample","fsmonitor-watchman (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","fsmonitor-watchman.sample","1077936503","0","26/04/2018 18:35:48.4390730","0,015625","file","1","B65676A6618F7552","SAMPLE File","3088"
"601A4F53A4BE4F56E3373F4B816B8528","15124E12","post-update.sample","189","Archive (32)","13/03/2018 15:54:17.4625881","26/04/2018 18:35:31.6419499","26/04/2018 18:35:31.6419499","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/post-update.sample","hooks","13/03/2018 15:54:17.4625881","13/03/2018 15:54:17.4625881","13/03/2018 15:54:17.4625881",".sample","6","False","False","False","13/03/2018 15:54:17.4625881","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","post-update.sample","post-update.sample","post-update","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\post-update.sample","post-update (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","post-update.sample","1077936503","0","26/04/2018 18:35:48.4235551","0","file","1","A50576B9918B949D","SAMPLE File","3089"
"E1EF98F5B0DC97F63B212C6EDC8B19B4","15124E12","pre-applypatch.sample","424","Archive (32)","13/03/2018 15:54:17.4782012","26/04/2018 18:35:31.6575443","26/04/2018 18:35:31.6575443","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/pre-applypatch.sample","hooks","13/03/2018 15:54:17.4782012","13/03/2018 15:54:17.4782012","13/03/2018 15:54:17.4782012",".sample","6","False","False","False","13/03/2018 15:54:17.4782012","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","pre-applypatch.sample","pre-applypatch.sample","pre-applypatch","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\pre-applypatch.sample","pre-applypatch (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","pre-applypatch.sample","1077936503","0","26/04/2018 18:35:48.4235551","0","file","1","20BD1CF6E8E448DF","SAMPLE File","3090"
"BDE848D3966C500A3D87DB4A64EAD499","15124E12","pre-commit.sample","1642","Archive (32)","13/03/2018 15:54:17.4782012","26/04/2018 18:35:31.6731396","26/04/2018 18:35:31.6731396","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/pre-commit.sample","hooks","13/03/2018 15:54:17.4782012","13/03/2018 15:54:17.4782012","13/03/2018 15:54:17.4782012",".sample","6","False","False","False","13/03/2018 15:54:17.4782012","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","pre-commit.sample","pre-commit.sample","pre-commit","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\pre-commit.sample","pre-commit (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","pre-commit.sample","1077936503","0","26/04/2018 18:35:48.4235551","0","file","1","62452BB8A78D03A8","SAMPLE File","3091"
"2D8122118020567EBE9159231BC0146C","15124E12","pre-push.sample","1348","Archive (32)","13/03/2018 15:54:17.4938730","26/04/2018 18:35:31.6888519","26/04/2018 18:35:31.6888519","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/pre-push.sample","hooks","13/03/2018 15:54:17.4938730","13/03/2018 15:54:17.4938730","13/03/2018 15:54:17.4938730",".sample","6","False","False","False","13/03/2018 15:54:17.4938730","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","pre-push.sample","pre-push.sample","pre-push","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\pre-push.sample","pre-push (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","pre-push.sample","1077936503","0","26/04/2018 18:35:48.4235551","0,015625","file","1","E7EFEE1EBFC0744E","SAMPLE File","3092"
"16E4DC748A4D2F0287751BC1DA0BBCCC","15124E12","pre-rebase.sample","4898","Archive (32)","13/03/2018 15:54:17.5094063","26/04/2018 18:35:31.7045014","26/04/2018 18:35:31.7045014","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/pre-rebase.sample","hooks","13/03/2018 15:54:17.5094063","13/03/2018 15:54:17.5094063","13/03/2018 15:54:17.5094063",".sample","6","False","False","False","13/03/2018 15:54:17.5094063","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","pre-rebase.sample","pre-rebase.sample","pre-rebase","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\pre-rebase.sample","pre-rebase (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","pre-rebase.sample","1077936503","0","26/04/2018 18:35:48.4075430","0","file","1","E060FC0C0D9CDA06","SAMPLE File","3093"
"F86ED1A494A209D46114FF85B969409B","15124E12","pre-receive.sample","544","Archive (32)","13/03/2018 15:54:17.5094063","26/04/2018 18:35:31.7201372","26/04/2018 18:35:31.7201372","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/pre-receive.sample","hooks","13/03/2018 15:54:17.5094063","13/03/2018 15:54:17.5094063","13/03/2018 15:54:17.5094063",".sample","6","False","False","False","13/03/2018 15:54:17.5094063","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","pre-receive.sample","pre-receive.sample","pre-receive","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\pre-receive.sample","pre-receive (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","pre-receive.sample","1077936503","0","26/04/2018 18:35:48.4075430","0","file","1","2E65FCD31A5EAA81","SAMPLE File","3094"
"E10BA6D66E96CFACB2FDC782FC77D316","15124E12","prepare-commit-msg.sample","1492","Archive (32)","13/03/2018 15:54:17.5252133","26/04/2018 18:35:31.7357157","26/04/2018 18:35:31.7357157","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/prepare-commit-msg.sample","hooks","13/03/2018 15:54:17.5252133","13/03/2018 15:54:17.5252133","13/03/2018 15:54:17.5252133",".sample","6","False","False","False","13/03/2018 15:54:17.5252133","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","prepare-commit-msg.sample","prepare-commit-msg.sample","prepare-commit-msg","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\prepare-commit-msg.sample","prepare-commit-msg (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","prepare-commit-msg.sample","1077936503","0","26/04/2018 18:35:48.4075430","0","file","1","CF53E438650B3524","SAMPLE File","3095"
"FCF620D32EB0B950ED566B351FFD56FB","15124E12","update.sample","3610","Archive (32)","13/03/2018 15:54:17.5406918","26/04/2018 18:35:31.7512587","26/04/2018 18:35:31.7512587","file:C:/Users/itsupport/Dropbox/ProjectS/.git/hooks/update.sample","hooks","13/03/2018 15:54:17.5406918","13/03/2018 15:54:17.5406918","13/03/2018 15:54:17.5406918",".sample","6","False","False","False","13/03/2018 15:54:17.5406918","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks","hooks (C:\Users\itsupport\Dropbox\ProjectS\.git)","update.sample","update.sample","update","C:\Users\itsupport\Dropbox\ProjectS\.git\hooks\update.sample","update (C:\Users\itsupport\Dropbox\ProjectS\.git\hooks)",".sample","update.sample","1077936503","0","26/04/2018 18:35:48.4075430","0,015625","file","1","D439DDA53994A2C9","SAMPLE File","3096"
