0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,13F-System_Size,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4182-System_ComputerName,4363-System_DateImported,4369-System_Document_DateCreated,4371-System_Document_DateSaved,4390-System_FileExtension,4394-System_FileOwner,4395-System_FilePlaceholderStatus,4427-System_IsAttachment,4429-System_IsEncrypted,4432-System_IsFolder,4436-System_ItemDate,4438-System_ItemFolderPathDisplay,4439-System_ItemFolderPathDisplayNarrow,4440-System_ItemName,4441-System_ItemNameDisplay,4442-System_ItemNameDisplayWithoutExtension,4445-System_ItemPathDisplay,4446-System_ItemPathDisplayNarrow,4448-System_ItemType,4557-System_NotUserContent,4563-System_ParsingName,4621-System_SFGAOFlags,4622-System_Search_AccessCount,4623-System_Search_AutoSummary,4629F-System_Search_GatherTime,4631-System_Search_LastIndexedTotalTime,4635-System_Search_Store,4672-System_SyncTransferStatusFlags,4676-System_ThumbnailCacheId,4700-System_VolumeId,5-System_ItemTypeText,WorkID
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","174","Hidden, System, Archive (38)","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","file:C:/Users/Public/desktop.ini","Public",,"19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555",".ini",,"6","False","False","False","19/03/2019 04:49:35.0105555","C:\Users\Public","Public (C:\Users)","desktop.ini","desktop.ini","desktop","C:\Users\Public\desktop.ini","desktop (C:\Users\Public)",".ini",,"desktop.ini","1079546231","0",,"13/08/2019 13:44:59.0578547","0","file",,"33CA2B4906B3802A",,"Configuration settings","65"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","380","Hidden, System, Archive (38)","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","file:C:/Users/Public/Videos/desktop.ini","Public Videos",,"19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818",".ini",,"6","False","False","False","19/03/2019 04:49:35.0261818","C:\Users\Public\Public Videos","Public Videos (C:\Users\Public)","desktop.ini","desktop.ini","desktop","C:\Users\Public\Public Videos\desktop.ini","desktop (C:\Users\Public\Public Videos)",".ini",,"desktop.ini","1079546231","0",,"13/08/2019 13:44:59.0578547","0","file",,"04FD2C5573C7879D",,"Configuration settings","72"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","380","Hidden, System, Archive (38)","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","file:C:/Users/Public/Pictures/desktop.ini","Public Pictures",,"19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818",".ini",,"6","False","False","False","19/03/2019 04:49:35.0261818","C:\Users\Public\Public Pictures","Public Pictures (C:\Users\Public)","desktop.ini","desktop.ini","desktop","C:\Users\Public\Public Pictures\desktop.ini","desktop (C:\Users\Public\Public Pictures)",".ini",,"desktop.ini","1079546231","0",,"13/08/2019 13:44:59.0578547","0","file",,"F1504B08DC8447FC",,"Configuration settings","73"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","380","Hidden, System, Archive (38)","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","file:C:/Users/Public/Music/desktop.ini","Public Music",,"19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818",".ini",,"6","False","False","False","19/03/2019 04:49:35.0261818","C:\Users\Public\Public Music","Public Music (C:\Users\Public)","desktop.ini","desktop.ini","desktop","C:\Users\Public\Public Music\desktop.ini","desktop (C:\Users\Public\Public Music)",".ini",,"desktop.ini","1079546231","0",,"13/08/2019 13:44:59.0578547","0","file",,"8E2F4047616E6D0B",,"Configuration settings","74"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","175","Hidden, System, Archive (38)","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","file:C:/Users/Public/Libraries/desktop.ini","Libraries",,"19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818","19/03/2019 04:49:35.0261818",".ini",,"6","False","False","False","19/03/2019 04:49:35.0261818","C:\Users\Public\Libraries","Libraries (C:\Users\Public)","desktop.ini","desktop.ini","desktop","C:\Users\Public\Libraries\desktop.ini","desktop (C:\Users\Public\Libraries)",".ini",,"desktop.ini","1079546231","0",,"13/08/2019 13:44:59.0578547","0","file",,"52A977DFED1E99FB",,"Configuration settings","75"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","174","Hidden, System, Archive (38)","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","file:C:/Users/Public/Downloads/desktop.ini","Public Downloads",,"19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555",".ini",,"6","False","False","False","19/03/2019 04:49:35.0105555","C:\Users\Public\Public Downloads","Public Downloads (C:\Users\Public)","desktop.ini","desktop.ini","desktop","C:\Users\Public\Public Downloads\desktop.ini","desktop (C:\Users\Public\Public Downloads)",".ini",,"desktop.ini","1079546231","0",,"13/08/2019 13:44:59.0559096","0","file",,"4908C0C811D044BA",,"Configuration settings","77"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","278","Hidden, System, Archive (38)","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","file:C:/Users/Public/Documents/desktop.ini","Public Documents",,"19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555",".ini",,"6","False","False","False","19/03/2019 04:49:35.0105555","C:\Users\Public\Public Documents","Public Documents (C:\Users\Public)","desktop.ini","desktop.ini","desktop","C:\Users\Public\Public Documents\desktop.ini","desktop (C:\Users\Public\Public Documents)",".ini",,"desktop.ini","1079546231","0",,"13/08/2019 13:44:59.0533497","0","file",,"D7A73F15223B4BD3",,"Configuration settings","78"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","174","Hidden, System, Archive (38)","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","11/09/2019 06:26:24.0806153","file:C:/Users/Public/Desktop/desktop.ini","Public Desktop",,"19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555","19/03/2019 04:49:35.0105555",".ini",,"6","False","False","False","19/03/2019 04:49:35.0105555","C:\Users\Public\Public Desktop","Public Desktop (C:\Users\Public)","desktop.ini","desktop.ini","desktop","C:\Users\Public\Public Desktop\desktop.ini","desktop (C:\Users\Public\Public Desktop)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:24.7683829","0,015625","file",,"D7E231B9075D3C32",,"Configuration settings","79"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","196","Hidden, System (6)","21/09/2019 18:39:13.3626530","13/08/2019 13:44:04.3256503","21/09/2019 18:39:24.4898658","file:C:/Users/Public/AccountPictures/desktop.ini","Public Account Pictures",,"13/08/2019 13:44:06.0000000","13/08/2019 13:44:06.0000000","21/09/2019 18:39:13.3626530",".ini",,"6","False","False","False","13/08/2019 13:44:06.0000000","C:\Users\Public\Public Account Pictures","Public Account Pictures (C:\Users\Public)","desktop.ini","desktop.ini","desktop","C:\Users\Public\Public Account Pictures\desktop.ini","desktop (C:\Users\Public\Public Account Pictures)",".ini",,"desktop.ini","1079546231","0",,"21/09/2019 18:39:28.3643255","0","file",,"83EF39D9C03B0404",,"Configuration settings","937"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","80","Hidden, System, Archive (38)","15/08/2019 19:29:49.0801139","15/08/2019 19:29:49.0801139","15/08/2019 19:32:56.7374902","file:C:/Users/Professor Moriarty/Favorites/Links/desktop.ini","Favorites Bar",,"15/08/2019 19:29:49.0801139","15/08/2019 19:29:49.0801139","15/08/2019 19:29:49.0801139",".ini",,"6","False","False","False","15/08/2019 19:29:49.0801139","C:\Users\Professor Moriarty\Favorites\Favorites Bar","Favorites Bar (C:\Users\Professor Moriarty\Favorites)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Favorites\Favorites Bar\desktop.ini","desktop (C:\Users\Professor Moriarty\Favorites\Favorites Bar)",".ini",,"desktop.ini","1079546231","0",,"15/08/2019 19:33:09.1433739","0","file",,"72DC548C7F6C5946",,"Configuration settings","1216"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","504","Hidden, System, Archive (38)","11/09/2019 06:26:42.7837606","15/08/2019 19:29:49.6423291","11/09/2019 06:26:43.2525172","file:C:/Users/Professor Moriarty/Videos/desktop.ini","Videos",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","11/09/2019 06:26:42.7837606",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Videos","Videos (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Videos\desktop.ini","desktop (C:\Users\Professor Moriarty\Videos)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:48.3041653","0,015625","file",,"05508A1F05D52471",,"Configuration settings","1217"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","298","Hidden, System, Archive (38)","11/09/2019 06:26:42.6900146","15/08/2019 19:29:49.6423291","11/09/2019 06:26:43.2954626","file:C:/Users/Professor Moriarty/3D Objects/desktop.ini","3D Objects",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","11/09/2019 06:26:42.6900146",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\3D Objects","3D Objects (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\3D Objects\desktop.ini","desktop (C:\Users\Professor Moriarty\3D Objects)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:48.2885408","0","file",,"73A6C95FD091CA76",,"Configuration settings","1219"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","504","Hidden, System, Archive (38)","11/09/2019 06:26:42.7837606","15/08/2019 19:29:49.7673007","20/09/2019 05:48:15.6119506","file:C:/Users/Professor Moriarty/Pictures/desktop.ini","Pictures",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","11/09/2019 06:26:42.7837606",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Pictures","Pictures (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Pictures\desktop.ini","desktop (C:\Users\Professor Moriarty\Pictures)",".ini",,"desktop.ini","1079546231","0",,"20/09/2019 05:48:27.6284462","0","file",,"29D5C90B9834523C",,"Configuration settings","1220"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","282","Hidden, System, Archive (38)","01/10/2019 18:42:04.0571453","15/08/2019 19:29:49.7829217","01/10/2019 18:42:04.0631493","file:C:/Users/Professor Moriarty/Desktop/desktop.ini","Desktop",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","01/10/2019 18:42:04.0571453",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Desktop","Desktop (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Desktop\desktop.ini","desktop (C:\Users\Professor Moriarty\Desktop)",".ini",,"desktop.ini","1079546231","0",,"01/10/2019 18:42:05.0021446","0,03125","file",,"72B1E5CD87788A04",,"Configuration settings","1221"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","412","Hidden, System, Archive (38)","11/09/2019 06:26:42.7681396","15/08/2019 19:29:49.7829217","11/09/2019 06:26:43.2764061","file:C:/Users/Professor Moriarty/Contacts/desktop.ini","Contacts",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","11/09/2019 06:26:42.7681396",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Contacts","Contacts (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Contacts\desktop.ini","desktop (C:\Users\Professor Moriarty\Contacts)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:48.2885408","0","file",,"A13DB69082A30958",,"Configuration settings","1223"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","402","Hidden, System, Archive (38)","11/09/2019 06:26:42.7837606","15/08/2019 19:29:49.7985426","11/09/2019 06:26:43.9388469","file:C:/Users/Professor Moriarty/Favorites/desktop.ini","Favorites",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","11/09/2019 06:26:42.7837606",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Favorites","Favorites (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Favorites\desktop.ini","desktop (C:\Users\Professor Moriarty\Favorites)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:48.2729169","0","file",,"80A768C23BC0F9F6",,"Configuration settings","1224"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","504","Hidden, System, Archive (38)","11/09/2019 06:26:42.8775113","15/08/2019 19:29:49.8141651","11/09/2019 06:26:43.8426622","file:C:/Users/Professor Moriarty/Music/desktop.ini","Music",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","11/09/2019 06:26:42.8775113",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Music","Music (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Music\desktop.ini","desktop (C:\Users\Professor Moriarty\Music)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:48.2729169","0","file",,"C85EF22FC3165742",,"Configuration settings","1225"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","402","Hidden, System, Archive (38)","11/09/2019 06:26:43.4361514","15/08/2019 19:29:49.8297846","11/09/2019 06:26:44.2674862","file:C:/Users/Professor Moriarty/Documents/desktop.ini","Documents",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","11/09/2019 06:26:43.4361514",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Documents","Documents (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Documents\desktop.ini","desktop (C:\Users\Professor Moriarty\Documents)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:48.2729169","0","file",,"9285F481FA959986",,"Configuration settings","1226"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","524","Hidden, System, Archive (38)","11/09/2019 06:26:42.8775113","15/08/2019 19:29:49.8766488","11/09/2019 06:26:43.2764061","file:C:/Users/Professor Moriarty/Searches/desktop.ini","Searches",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","11/09/2019 06:26:42.8775113",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Searches","Searches (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Searches\desktop.ini","desktop (C:\Users\Professor Moriarty\Searches)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:48.2729169","0","file",,"5C0A417B40A35E6A",,"Configuration settings","1228"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","298","Hidden, System, Archive (38)","20/09/2019 00:37:07.7515587","15/08/2019 19:29:49.8922695","20/09/2019 00:37:09.6577994","file:C:/Users/Professor Moriarty/Downloads/desktop.ini","Downloads",,"15/08/2019 19:29:50.0000000","15/08/2019 19:29:50.0000000","20/09/2019 00:37:07.7515587",".ini",,"6","False","False","False","15/08/2019 19:29:50.0000000","C:\Users\Professor Moriarty\Downloads","Downloads (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Downloads\desktop.ini","desktop (C:\Users\Professor Moriarty\Downloads)",".ini",,"desktop.ini","1079546231","0",,"20/09/2019 00:37:10.4141318","0","file",,"A5B5C7FE72DD8D30",,"Configuration settings","1229"
"5CC58E7F77F64E41F9947A99194A1D30","26126312","desktop.ini","504","Hidden, System (6)","11/09/2019 06:26:43.8267366","15/08/2019 19:29:50.0328619","11/09/2019 06:26:43.9204800","file:C:/Users/Professor Moriarty/Links/desktop.ini","Links",,"15/08/2019 19:29:52.0000000","15/08/2019 19:29:52.0000000","11/09/2019 06:26:43.8267366",".ini",,"6","False","False","False","15/08/2019 19:29:52.0000000","C:\Users\Professor Moriarty\Links","Links (C:\Users\Professor Moriarty)","desktop.ini","desktop.ini","desktop","C:\Users\Professor Moriarty\Links\desktop.ini","desktop (C:\Users\Professor Moriarty\Links)",".ini",,"desktop.ini","1079546231","0",,"11/09/2019 06:26:48.2572954","0","file",,"9D7D5E54639A2C51",,"Configuration settings","1230"
